Year,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
World,50359.734,50376.905,47570.995,51743.766,53881.362,54259.53,56617.534,59557.68724043715,55899.592030136984,53453.196824657534,53249.761994520544,54498.53904080289,53965.43472,56326.14124383562,56649.39526022825,58696.60208757449,59802.71265338047,60497.91240205605,60128.17913766742,60100.69769622195,58754.467657534246,60577.42822465753,61568.593884931506,62841.40155737705,65001.26453972603,65921.77018082191,64359.98553150685,66358.85128333334,66326.61459,65772.88455342465,70184.39243561644,72918.51109562842,74057.40362191781,74208.60435068494,74224.12144383561,74549.08002459016,73240.99048767124,74450.70914696119,75095.49084,76691.82487108797,76817.11331,78631.55869,80938.14948846986,80986.64142349726,81206.55895256384,82934.25504064908,82128.20567149163,75829.49363,77017.39130706889,80967.84333724386,82104.67830244655,82024.82164670897
crude oil including lease condensate production (Mb/d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
