Year,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
World,53360.74231,54740.061,54563.957,55146.063,60028.777,62304.44316,63588.3623,66582.381,69840.421,72169.65292,73379.44702,74634.62694736337,74880.58653541739,76205.92161,76842.04706,77966.43192696657,80175.84430441834,80299.42314,81734.66995,83641.9319,86770.33116234097,88406.83066115186,90343.79150223618,93140.60004526927,95444.40383368664,98597.53985191938,102382.72554387945,104846.15421672765,108191.7326,106089.9563,113822.9617,117950.8534,120430.07764260394,121866.6774,123709.353,125939.08421246982,127447.75052860679,132288.29846737286,138725.0133,142861.5668,139906.8367,145615.1288,146438.3433,146748.903,148969.5957
            Dry natural gas (bcf),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
