grid_code,STATE_ABBR,latitude,longitude
22.0000000,MT,48.080815850000000,-112.996083119999994
22.0000000,MT,48.096891409999998,-112.865107980000005
22.0000000,MT,48.112844860000003,-112.734068059999998
21.0000000,MT,48.128676069999997,-112.602963810000006
21.0000000,MT,48.144384940000002,-112.471795680000000
31.0000000,MT,48.159971349999999,-112.340564119999996
21.0000000,MT,48.175435200000003,-112.209269590000005
31.0000000,MT,48.190776380000003,-112.077912549999994
31.0000000,MT,48.205994779999997,-111.946493450000006
31.0000000,MT,48.221090289999999,-111.815012749999994
31.0000000,MT,48.236062810000000,-111.683470920000005
31.0000000,MT,48.250912239999998,-111.551868409999997
31.0000000,MT,48.265638459999998,-111.420205679999995
31.0000000,MT,48.280241369999999,-111.288483209999995
31.0000000,MT,48.294720869999999,-111.156701450000000
31.0000000,MT,48.309076849999997,-111.024860880000006
31.0000000,MT,48.323309219999999,-110.892961959999994
31.0000000,MT,48.337417879999997,-110.761005159999996
31.0000000,MT,48.351402710000002,-110.628990959999996
31.0000000,MT,48.365263630000001,-110.496919829999996
21.0000000,MT,48.379000529999999,-110.364792230000006
21.0000000,MT,48.392613320000002,-110.232608650000003
21.0000000,MT,48.406101890000002,-110.100369560000004
21.0000000,MT,48.419466149999998,-109.968075429999999
21.0000000,MT,48.432706009999997,-109.835726760000000
21.0000000,MT,48.445821359999997,-109.703324010000003
31.0000000,MT,48.458812119999997,-109.570867669999998
31.0000000,MT,48.471678189999999,-109.438358210000004
31.0000000,MT,48.484419469999999,-109.305796139999998
31.0000000,MT,48.497035879999999,-109.173181920000005
31.0000000,MT,48.509527329999997,-109.040516049999994
31.0000000,MT,48.521893710000001,-108.907799010000005
31.0000000,MT,48.534134950000002,-108.775031290000001
31.0000000,MT,48.546250960000002,-108.642213380000001
31.0000000,MT,48.558241629999998,-108.509345769999996
31.0000000,MT,48.570106899999999,-108.376428950000005
31.0000000,MT,48.581846659999997,-108.243463419999998
21.0000000,MT,48.593460839999999,-108.110449669999994
22.0000000,MT,48.604949359999999,-107.977388189999999
31.0000000,MT,48.616312110000003,-107.844279479999997
31.0000000,MT,48.627549029999997,-107.711124049999995
31.0000000,MT,48.638660029999997,-107.577922369999996
31.0000000,MT,48.649645020000001,-107.444674969999994
31.0000000,MT,48.660503929999997,-107.311382330000001
31.0000000,MT,48.671236680000000,-107.178044959999994
32.0000000,MT,48.681843190000002,-107.044663369999995
32.0000000,MT,48.692323369999997,-106.911238049999994
32.0000000,MT,48.702677160000000,-106.777769509999999
32.0000000,MT,48.712904469999998,-106.644258249999993
31.0000000,MT,48.723005219999997,-106.510704790000005
31.0000000,MT,48.732979360000002,-106.377109619999999
