grid_code,degrees,metres,protected
0.2229684,0.7552385,1538.8942871,0
0.2003357,0.6893040,1733.9121094,0
0.1498885,0.2200963,1926.0438232,0
0.2046699,0.3877459,1812.8222656,0
0.1441119,1.1671897,1792.8802490,0
0.2211977,1.3023555,1989.4622803,0
0.1589646,1.1270922,2397.9899902,0
0.2172130,1.8798530,1775.7867432,0
0.2535197,0.9153811,1668.4395752,0
0.3180014,0.6732314,1441.2667236,0
0.4086748,0.5244992,1362.6239014,0
0.4726667,0.4143005,1263.5251465,0
0.5566134,0.2630470,1276.9074707,0
0.6914006,0.4005164,1203.4256592,0
0.7184677,0.2532585,1114.8750000,0
0.6372958,0.0965198,1097.9918213,0
0.5495624,0.1781474,1106.9085693,1
0.5057442,0.1537662,1097.7011719,0
0.4824394,0.1257566,1063.7871094,0
0.5579475,0.3235368,1047.0543213,0
0.6080427,0.5815216,1103.1546631,0
0.7972556,0.7600845,1134.9953613,0
0.7876786,0.7415174,1041.7451172,0
0.7490409,0.4773912,1086.5096436,0
0.6536458,0.2603987,1008.3894653,0
0.6384501,0.0839852,1005.8098755,0
0.6357588,0.1413407,952.3364258,0
0.6940416,0.2879299,1029.4799805,0
0.7183409,0.3840862,908.7545166,0
0.6775301,0.1299385,861.6592407,0
0.5001907,0.0410155,897.7683716,0
0.4668300,0.1320906,905.1932373,0
0.5051604,0.0833178,822.8117065,0
0.5072721,0.0520438,869.9227905,0
0.5815158,0.1181384,841.4661865,0
0.4864390,0.2104134,904.1499023,0
0.5523050,0.1250108,922.6876221,0
0.4763090,0.1224561,849.8421631,0
0.5091929,0.1211982,849.7830811,0
0.4692415,0.1547978,815.4862671,0
0.5369604,0.2869489,839.1787720,0
0.5050419,0.2972683,739.1027832,0
0.5931807,0.1599423,742.7393188,1
0.4938323,0.0857499,737.3607788,1
0.6362865,0.1789094,833.8803101,0
0.6126166,0.1536007,777.2559204,0
0.6137895,0.2185346,819.9710693,0
0.5747014,0.2160147,789.9322510,0
0.5086313,0.0958591,788.4732666,0
0.5679852,0.1648987,847.4185791,0
0.6744435,0.2011414,794.8469238,0
0.9008396,0.2947493,815.5348511,0
0.9665235,0.2143679,924.4301147,0
0.9933363,0.1837344,899.3575439,0
0.0075394,1.1094079,2121.2983398,1
0.0082816,0.7287524,1742.9661865,1
0.0083131,1.0306096,1989.0504150,0
0.0079638,0.4428226,2135.7167969,0
0.0063327,0.6640455,2054.0190430,0
0.0065902,0.9990737,1995.3209229,0
0.0604977,0.9393330,1860.1953125,1
0.0495922,0.7533371,1816.3032227,1
0.0085357,1.6052624,2146.1184082,1
0.0047643,0.6438660,2543.6533203,1
0.0069153,0.6026701,2286.2600098,1
0.0069386,0.4965600,1729.9456787,1
0.0537335,0.7606775,2327.1794434,1
0.0735324,1.0285969,1838.2713623,1
0.0067569,1.4362494,1956.1239014,1
0.0082528,1.1265208,2006.5179443,0
0.0097263,1.9940013,1714.3184814,0
0.1878844,1.0070776,1383.8652344,0
0.1165794,0.8312609,1569.0765381,0
0.2369511,0.4905518,1385.2382812,1
0.2471524,0.4901917,1524.5151367,0
0.2133991,0.6992548,1355.3741455,0
0.1925748,0.2208160,1437.4182129,0
0.2811609,0.7671630,1338.7238770,0
0.2057761,0.5401540,1790.3137207,0
0.1251978,1.3007299,1508.8664551,0
0.1546647,1.8441442,2028.5375977,0
0.2118390,0.9788756,2035.7589111,0
0.1431323,0.8305678,1664.4178467,0
0.1238797,0.5477929,1611.1347656,0
0.1652573,2.4009426,1755.1495361,0
0.1111229,1.8391542,2603.5795898,0
0.3545039,2.1077411,2012.6011963,0
0.2087466,1.9248084,1849.3138428,0
0.1896676,0.8570446,1583.7996826,0
0.2661168,0.3249530,1570.5316162,0
0.3621184,0.6136873,1502.6376953,0
0.4393205,0.6204836,1334.1639404,0
0.6388511,0.3456881,1301.0262451,0
0.5926089,0.4912028,1298.9676514,0
0.6439081,0.6367630,1171.9204102,0
0.6703923,0.4831120,1169.8734131,0
0.5222918,0.3095963,1120.4862061,0
0.5296022,0.2803245,1069.9525146,0
0.5483038,0.3824954,1081.1291504,0
0.5922306,0.3065875,1137.6188965,0
0.6548241,0.2333420,1177.5705566,0
0.7073951,0.0995265,1250.6079102,0
0.6814087,0.3109379,1270.9921875,0
0.7209190,0.4082729,1109.6057129,0
0.6585683,0.3162554,1020.6457520,0
0.6555286,0.1864378,999.2084351,0
0.6154366,0.1095092,960.2960205,0
0.6090543,0.2790872,942.7048950,0
0.5755386,0.3689221,866.3273926,0
0.5348891,0.1949934,859.6541748,0
0.4350390,0.2517095,854.9656982,0
0.4792676,0.2167877,838.8527832,0
0.4500757,0.1092063,807.6110840,0
0.4507359,0.0719385,902.4714966,0
0.4994837,0.1384004,807.7159424,0
0.4824329,0.2469399,871.7239380,0
0.5514057,0.2165012,832.7936401,0
0.4811594,0.1677864,904.0111694,0
0.4646379,0.2112976,830.6896362,0
0.5034297,0.1868967,820.6307983,0
0.5979593,0.2612796,810.8848877,0
0.5655736,0.1112885,719.5624390,1
0.5628847,0.4362726,792.1205444,0
0.6124197,0.3390578,788.0564575,0
0.6745576,0.1034663,769.4965210,0
0.5956318,0.2051150,798.2866211,0
0.6369886,0.2203327,867.8040161,0
0.4780086,0.3186711,823.2491455,0
0.5023709,0.1141511,754.2232666,0
0.4856305,0.1891090,796.5419312,0
0.6223171,0.2200670,869.8287354,0
0.8946428,0.1987454,916.2335815,0
0.9989923,0.2482853,881.8931885,0
0.9962705,0.2319161,953.8338623,0
0.0064697,1.3824835,2036.2904053,0
0.0058356,0.5346476,2208.7792969,0
0.0493318,0.9853258,1932.3803711,0
0.0921067,0.3384589,1878.9377441,0
0.0432683,1.6932236,1871.8010254,1
0.0082802,1.3201644,2518.4538574,1
0.0046433,0.6807840,2121.3508301,1
0.0053358,0.7652981,2001.6099854,1
0.0584987,0.7397529,2441.9582520,0
0.0527518,1.1374310,2179.5981445,1
0.0672952,0.6105016,1988.0374756,1
0.0665473,0.9194634,2329.0607910,1
0.0064327,1.7578124,2429.6601562,0
0.0085103,2.2446363,1545.9420166,0
0.1119462,0.4612758,1338.5966797,0
0.1774715,0.8453408,1491.9903564,0
0.2214890,0.5412007,1479.2390137,0
0.2567246,0.3995609,1535.5640869,0
0.1971328,0.5895399,1289.8231201,0
0.2013837,0.1785325,1259.8220215,0
0.2806329,0.5949407,1279.3999023,0
0.1979925,0.8543277,1372.8953857,0
0.1313013,2.1869168,1481.8125000,0
0.2244444,1.5241462,1752.5328369,0
0.1199578,0.9260383,1736.7388916,0
0.1443563,0.3367171,1546.6540527,0
0.1555751,2.8340635,1752.3061523,0
0.1010077,1.8825437,2717.7331543,0
0.1204430,2.3392181,2615.1555176,0
0.2231948,2.3190989,1705.9479980,0
0.2508655,0.8468645,1514.8356934,0
0.2820014,0.3233311,1457.0976562,0
0.3206430,0.1653646,1531.7059326,0
0.4357198,0.5593794,1417.3774414,0
0.4930121,0.4321390,1356.5501709,0
0.5130623,0.1783785,1310.6505127,0
0.5548128,0.2701876,1380.7396240,0
0.5547213,0.4412927,1228.1265869,0
0.5666844,0.3964397,1178.0601807,0
0.5545808,0.2834579,1177.0894775,1
0.6136646,0.2742179,1216.2200928,0
0.6196779,0.2471095,1188.2089844,1
0.6687905,0.3157977,1084.5174561,0
0.7363753,0.5297393,1169.3292236,0
0.6340628,0.5789757,1072.2985840,0
0.6522641,0.4274959,1073.5758057,0
0.5854406,0.3490824,1037.2700195,0
0.5701227,0.2318103,934.2969360,0
0.5271009,0.1794530,971.6091309,0
0.5241302,0.2917800,936.6773071,0
0.4692405,0.1823140,871.1011963,0
0.3696338,0.1875990,806.4192505,0
0.4208163,0.1834696,796.2279053,1
0.4603821,0.1678192,812.1424561,0
0.4372759,0.1104050,836.7104492,0
0.4980392,0.0481391,819.3751831,0
0.4804806,0.0910267,828.8186646,0
0.5276434,0.0766707,794.0447998,0
0.5009729,0.1690903,842.9641724,0
0.4393636,0.2581377,819.1801147,0
0.4303097,0.1560969,793.6180420,0
0.4987573,0.1112302,783.0734253,0
0.4215293,0.1313016,726.8838501,1
0.6116006,0.3840169,772.9711304,0
0.5696133,0.4897270,927.6130981,0
0.6440417,0.4459557,888.7720947,0
0.6370882,0.2846138,814.8580322,0
0.6357955,0.3265185,806.7163696,0
0.6152471,0.3126082,894.6360474,0
0.5294057,0.3950626,884.7562256,0
0.4513974,0.3865575,832.4778442,0
0.4935054,0.2019983,804.6837769,0
0.6118814,0.1785063,858.0442505,0
0.8690923,0.1647897,871.1038818,0
0.9927342,0.3127273,922.0983887,0
0.9803440,0.0686369,1015.7277832,0
0.0049308,0.9235829,2342.1271973,0
0.0436202,1.3912382,2043.0164795,0
0.0605618,0.5933101,1880.2294922,1
0.0329172,1.9663819,1904.6497803,1
0.0046629,0.8529280,2591.3498535,1
0.0085247,0.6656651,2347.4663086,1
0.0111275,0.8227452,2613.6704102,1
0.0563359,1.7618676,2321.3063965,0
0.0664931,1.7223309,1725.9116211,0
0.0570084,1.0471756,1713.3319092,0
0.0074898,2.2792299,1935.4593506,0
0.0637268,0.5755964,1370.9952393,0
0.0956496,3.1531446,1644.2237549,0
0.1760753,2.6440954,1948.2615967,0
0.2140030,1.5808152,1534.2188721,0
0.1893027,0.4651645,1450.8446045,1
0.2781647,0.6837615,1385.9440918,1
0.2617077,0.5794579,1283.2906494,1
0.1955377,0.3856160,1372.4093018,0
0.0908006,0.1045324,1324.9107666,1
0.0885535,1.9165018,1347.3204346,1
0.1211884,1.3296484,1664.8750000,0
0.1175676,0.9386023,1846.2735596,0
0.1286935,0.9970708,1587.8586426,0
0.1471734,0.2183763,1479.6077881,0
0.1476833,2.0519500,1672.2894287,0
0.1487995,2.8022609,2001.9846191,0
0.1824189,2.9711695,1941.0190430,0
0.2103804,2.2439055,1650.9027100,0
0.2575445,0.7833371,1397.4653320,0
0.2485807,0.4297411,1460.6209717,0
0.3095072,0.2670425,1457.5096436,0
0.3529109,0.2658991,1545.8220215,0
0.4446004,0.6875487,1366.8378906,0
0.4491671,0.3940482,1296.6566162,0
0.5298296,0.3034671,1227.6481934,1
0.5519111,0.1229073,1295.4737549,0
0.5577633,0.3291323,1233.9964600,0
0.5754254,0.0383603,1139.8269043,0
0.5505026,0.1942595,1222.8146973,0
0.5761181,0.5754844,1153.0942383,0
0.5797334,0.3424821,1047.3654785,0
0.5949302,0.2601909,1055.1850586,0
0.5368533,0.2987764,1056.5034180,0
0.5686857,0.3601622,1016.0596924,0
0.5721732,0.3781956,978.0977783,0
0.5368613,0.2595707,966.0300903,0
0.5581044,0.2078203,896.2080078,0
0.5392149,0.2088044,889.0732422,0
0.5563616,0.2519813,836.7705688,0
0.5532889,0.4914970,978.1457520,0
0.5786341,0.5502902,882.8878784,0
0.6052344,0.5049876,908.0612183,0
0.6110785,0.4565122,874.2572632,0
0.4643685,0.3837101,852.4748535,0
0.4405836,0.3250563,824.7345581,0
0.3821574,0.1400194,823.9313354,0
0.3417194,0.1411789,812.5444336,1
0.3503669,0.2503772,756.7052612,0
0.3113126,0.3315526,802.5651855,0
0.4581060,0.3498572,824.6383667,0
0.5263996,0.2982145,803.0635986,0
0.5457796,0.2868286,765.8922729,0
0.6198683,0.4826120,914.7869873,0
0.5943335,0.2749045,964.3757324,0
0.5196905,0.2248476,800.6325684,0
0.5886152,0.3310811,870.0440674,0
0.5639399,0.2950660,931.4470825,0
0.6129887,0.2148167,963.5419922,0
0.4740208,0.3295304,879.0529785,0
0.5182487,0.1859024,864.2279053,0
0.5108028,0.1318500,853.6837158,0
0.7014622,0.1910143,860.0721436,0
0.9659983,0.2778929,928.5755005,0
0.9993669,0.1433083,966.9671021,0
0.0042486,1.4383631,2492.2795410,0
0.0277007,1.8040138,2112.1860352,0
0.0284633,0.5713493,1932.0112305,1
0.0054271,1.6167659,2413.5131836,1
0.0033028,0.1958448,2415.1762695,1
0.0050381,0.5057394,2335.2312012,1
0.0043900,0.3503532,2538.7568359,0
0.0045731,2.6396599,2282.2722168,0
0.0804036,1.3451312,1690.4844971,1
0.0580320,0.5316120,1888.9879150,0
0.0086636,1.2857406,1716.0407715,0
0.0515208,0.9212337,1463.7716064,0
0.0666821,2.7655995,1653.7802734,0
0.0050639,2.9727931,2832.4636230,0
0.0064423,2.9758208,2398.5407715,0
0.0102770,2.5890093,1641.4702148,0
0.1801295,0.6050370,1482.5140381,0
0.1026106,0.4475263,1574.5690918,1
0.2048732,0.7821185,1431.2473145,1
0.1267333,0.6711339,1443.0598145,0
0.0742426,0.4585204,1389.8210449,1
0.0794052,1.5161278,1390.7172852,0
0.0886068,1.2759559,2225.0246582,0
0.1022941,0.5072528,1917.7536621,0
0.1098408,1.0338036,1839.9990234,0
0.1287291,0.7261800,1504.1326904,0
0.1485319,0.9728712,1482.8283691,0
0.1595959,1.5057237,1586.9340820,0
0.1835662,1.6320573,1493.4305420,0
0.2221673,1.1100935,1392.4812012,0
0.2471133,0.5099959,1265.4636230,1
0.2466739,0.4867773,1382.1163330,1
0.2687995,0.5206817,1391.8963623,0
0.2740758,0.2739790,1553.8079834,0
0.2969423,0.5262603,1479.5684814,0
0.4674849,0.6063536,1256.8216553,0
0.4962178,0.2608692,1206.8790283,1
0.5370646,0.1404042,1222.9393311,1
0.5240802,0.1964327,1259.4682617,0
0.5526243,0.2091021,1142.4818115,0
0.4843543,0.3610261,1191.5777588,0
0.6007891,0.5716685,1015.8665771,0
0.5773191,0.3220421,1006.5950317,0
0.5695721,0.3643577,1053.3603516,0
0.5331401,0.3944729,1019.3485107,1
0.5301358,0.2998980,968.3884277,1
0.5409068,0.0373054,903.1172485,0
0.5720968,0.2896259,887.7245483,0
0.5859023,0.3534492,911.6106567,0
0.5766482,0.1714251,868.5786743,0
0.5916790,0.5259281,895.4650879,0
0.6225033,0.2114833,1072.0124512,0
0.6075216,0.2085293,925.3269653,0
0.7417508,0.3010255,1038.0399170,0
0.6595855,0.3907434,958.6588745,0
0.6459938,0.3238845,960.6783447,0
0.6215739,0.4192561,946.6653442,0
0.5577258,0.2227751,800.8866577,0
0.4615944,0.3046858,897.7873535,0
0.4257539,0.4025540,899.5258179,0
0.4407605,0.3623199,925.1762695,0
0.4760208,0.2956400,893.0544434,0
0.5242522,0.2509421,839.9508667,0
0.5744144,0.0666823,767.3099976,0
0.5411782,0.3642074,816.1485596,0
0.5032151,0.2313077,888.2769775,0
0.4382765,0.1874065,796.3889160,0
0.5257801,0.3107507,845.0492554,0
0.5384758,0.3748642,911.1812134,0
0.5100382,0.0487763,963.6186523,0
0.4463677,0.2352468,898.1589355,0
0.5247747,0.0987770,888.0112915,0
0.5071518,0.2367764,881.9594727,0
0.7033786,0.3280900,907.0836792,0
0.7835584,0.1698672,918.3957520,0
0.9823511,0.0904054,932.8685303,0
0.0039581,2.0664666,2735.4438477,1
0.0265572,1.9205650,2278.2607422,0
0.0249894,0.2208154,1996.6492920,1
0.0043436,1.2973861,2156.8876953,0
0.0051980,0.5527170,2511.4609375,1
0.0037620,0.5134223,2084.0979004,1
0.0034125,0.6703041,2630.8498535,0
0.0036965,2.5852349,2080.3569336,0
0.0793114,1.3260914,1578.1016846,1
0.0854415,0.7571328,1683.7445068,0
0.0810848,0.8335157,1459.7561035,1
0.0505960,0.3708802,1428.4011230,0
0.0472022,3.1446927,1705.2288818,1
0.0046351,2.7957635,2662.3493652,0
0.0054050,2.1682796,2545.6494141,0
0.0072789,2.9690907,1861.4760742,0
0.0103502,1.0618879,1499.6606445,0
0.0157921,1.4500197,1466.9406738,1
0.1347879,1.3940184,1692.5749512,1
0.2101243,1.3370280,1547.1630859,1
0.0727472,1.2687094,1463.3721924,1
0.0604986,1.5262091,1515.0736084,0
0.1016722,0.6297947,1541.2277832,1
0.1016454,0.2571659,1733.5047607,0
0.1080904,1.1243384,1715.5440674,0
0.0978964,1.4404820,1492.1551514,1
0.1266317,0.6054413,1346.3553467,1
0.1494070,0.5814450,1441.6356201,0
0.1861168,0.6220618,1298.7945557,0
0.1875821,0.5218267,1366.8846436,0
0.1722029,0.6233139,1367.8380127,0
0.2103566,0.1170734,1200.2017822,1
0.1789525,0.5200481,1468.9091797,0
0.2697281,0.8110180,1368.8428955,0
0.3703238,0.5416786,1330.6224365,0
0.3988742,0.2756559,1480.1268311,0
0.4856714,0.5217341,1242.0791016,0
0.4692270,0.1130155,1206.2728271,1
0.5067567,0.1195131,1227.6750488,0
0.5099919,0.2533253,1248.6507568,0
0.5442321,0.5000179,1094.8195801,0
0.5247646,0.4429852,1050.6550293,0
0.5545368,0.1914423,960.9796753,0
0.4483548,0.0696789,911.1113892,0
0.4419013,0.1662560,922.3062744,0
0.4490611,0.2663957,916.6964111,1
0.5783485,0.5375906,978.5733032,0
0.6217055,0.4163181,1114.8217773,0
0.6134542,0.4517223,1000.2273560,0
0.6158883,0.2273359,875.0379639,0
0.5881150,0.4519247,961.5034180,0
0.6087673,0.0768535,1047.3056641,0
0.6416669,0.1022229,910.0676880,0
0.5745684,0.1985041,1032.1519775,0
0.5896007,0.2763601,994.3750000,0
0.6308261,0.0863010,946.4639893,0
0.5913044,0.3550447,954.4011841,0
0.5058987,0.2158808,842.4578857,0
0.4730234,0.2377305,922.8140869,0
0.4591987,0.0548307,899.6451416,0
0.3944685,0.2068147,962.1621704,0
0.4189731,0.3303095,867.8722534,0
0.4780434,0.0904634,794.4538574,0
0.3943296,0.2008361,843.3507080,0
0.4990130,0.1406532,812.4203491,0
0.4255376,0.0367389,850.8378296,0
0.4323260,0.1377231,834.9371338,0
0.4755655,0.1748886,797.7038574,0
0.4713881,0.3601143,875.1376343,0
0.5035802,0.0895294,952.3331909,0
0.4823714,0.1751610,907.5668335,0
0.5457655,0.1029126,880.2718506,0
0.6272405,0.2923231,924.9580688,0
0.7378082,0.2437614,996.1591797,0
0.7416665,0.1854659,990.5270996,0
0.0238150,0.8628296,2351.3588867,0
0.0324075,1.0451269,2090.2871094,1
0.0355399,0.6044533,2060.2475586,1
0.0465995,0.4292774,2237.5251465,0
0.0034592,1.0251759,2272.1296387,1
0.0039609,1.3695395,2207.2978516,0
0.0489226,2.0791633,2101.3403320,0
0.0357522,1.2847891,1628.7449951,0
0.0824710,0.3144607,1550.9528809,0
0.1136263,0.4674126,1465.2381592,1
0.0586582,0.8388473,1577.2668457,1
0.0374543,1.4748156,1534.1416016,1
0.0060632,3.1212702,2038.6293945,0
0.0036325,1.8512461,2785.3161621,0
0.0060119,2.5773206,1805.8638916,0
0.0050757,1.4115721,1766.0533447,1
0.0076085,2.3661659,2274.4448242,1
0.1078541,2.3700101,1748.0955811,1
0.0052393,2.1245739,2046.0432129,1
0.0500895,2.3250105,1628.4202881,1
0.0064352,2.7203486,2080.3698730,0
0.0644633,2.4594331,2129.4301758,1
0.0913896,1.3532566,1870.9914551,0
0.0570216,0.8649455,2342.0004883,0
0.1220477,1.0973431,1657.6285400,1
0.1245295,1.9938815,1718.0927734,1
0.0929375,1.8286277,1799.2448730,0
0.1344410,1.5189291,1625.9747314,0
0.2422340,1.6109139,1541.8470459,1
0.2375626,1.4455453,1541.6950684,0
0.2347039,0.9325265,1407.7081299,0
0.1930171,0.3694167,1227.3282471,0
0.2971324,0.2875104,1193.9091797,0
0.3659840,0.4699348,1244.5521240,0
0.3866439,0.5827916,1333.1910400,0
0.4312137,0.4006496,1310.0019531,0
0.5098619,0.3963970,1260.3306885,0
0.5181887,0.3741380,1139.4045410,0
0.5406052,0.4904837,1191.3793945,0
0.5015141,0.5201466,1129.4989014,0
0.5353461,0.1940812,1019.4959106,0
0.5744504,0.4105614,970.3634033,1
0.5584893,0.6325554,1015.8494263,0
0.6311900,0.5652152,1132.2331543,0
0.5409032,0.3516226,989.6003418,0
0.5767202,0.2343990,1119.4025879,0
0.6365743,0.5227292,1071.0092773,0
0.4472569,0.3585002,878.4053955,0
0.5968328,0.2578157,982.8773804,0
0.5839664,0.2486021,1014.6207886,0
0.5623612,0.1438035,1000.0716553,0
0.5706172,0.4219759,986.8167725,0
0.4264680,0.4216827,1118.8974609,0
0.4929200,0.4883446,954.5836792,0
0.5127453,0.2333772,997.6870117,0
0.5575677,0.3533685,968.8248291,0
0.5089858,0.2144749,906.2413940,0
0.4868542,0.1108124,919.5238037,0
0.4726638,0.1559197,954.9117432,0
0.4339525,0.3077545,856.1826172,0
0.4917597,0.0414955,797.5935059,0
0.4345511,0.3038097,874.4569092,0
0.4298389,0.2973445,882.2087402,0
0.5007395,0.2315643,830.4484253,0
0.4961179,0.2018930,884.3892212,0
0.5360336,0.2296073,832.9751587,0
0.5221217,0.1389669,862.0142212,0
0.5303299,0.2265162,878.9528809,0
0.5404284,0.2193731,930.5042725,0
0.5317695,0.0525576,936.9830322,0
0.5150187,0.1361690,916.9641113,0
0.5191221,0.2684062,928.5631714,0
0.7169598,0.0638682,1007.9561157,0
0.5400138,0.2085325,951.8523560,0
0.0031321,1.1531061,2469.2458496,0
0.0033751,0.6799280,2408.0256348,1
0.0028985,0.5728318,2345.2446289,0
0.0053541,0.9793146,2254.5952148,0
0.0212246,0.9680322,1832.3591309,0
0.0035596,0.9748311,1976.5000000,0
0.0452355,1.5290600,1771.7636719,0
0.0424721,0.7876676,1576.1213379,0
0.0654316,0.4517610,1535.2061768,0
0.0587671,1.6932118,1608.8203125,0
0.0670910,1.7864769,1908.7130127,1
0.0569640,1.0679322,1676.5620117,1
0.0060484,1.4995065,1753.6293945,0
0.0098985,1.2930267,1946.4459229,0
0.0056491,1.8416126,1728.5192871,0
0.0358650,2.2734451,1528.3900146,0
0.0025293,2.0039387,2746.6564941,1
0.0077791,2.0277610,2282.1459961,1
0.0042098,2.0217414,2293.7724609,1
0.0037629,1.2575296,2316.4689941,0
0.0409361,1.3370708,2309.9523926,1
0.0331959,0.9083351,2633.5507812,1
0.0517786,2.0394549,2173.5700684,1
0.0422532,0.4357850,1576.7780762,0
0.1044736,2.2994769,1874.3624268,1
0.1344316,2.9498985,1773.6203613,0
0.1370994,2.5973256,2068.6862793,0
0.2159248,2.0251739,1735.0183105,0
0.2800277,1.2615706,1535.5834961,0
0.2106384,0.7579070,1441.8231201,0
0.2766673,0.5535965,1351.0828857,0
0.3507690,0.2669835,1196.0052490,0
0.3512852,0.2760639,1134.1459961,0
0.3569631,0.4429690,1262.1676025,0
0.4203631,0.5782633,1137.8763428,0
0.4592401,0.4185310,1114.3485107,0
0.5037753,0.2897871,1053.3181152,0
0.4346139,0.0855747,977.9460449,0
0.6039861,0.3684749,1027.0977783,0
0.5141128,0.3846194,1161.5476074,0
0.5730500,0.1869376,1102.3013916,0
0.6193289,0.1977063,1171.7814941,0
0.5166101,0.2755433,1001.9001465,0
0.5459488,0.2703943,1038.8791504,0
0.5761701,0.5635363,963.6479492,0
0.5203879,0.0835384,870.8820190,0
0.6045080,0.3581665,981.5322266,0
0.5523745,0.2194776,981.8184814,0
0.5119506,0.2082956,1074.8458252,0
0.4383751,0.3856676,1025.0505371,0
0.4220534,0.2543942,1228.3090820,0
0.4740545,0.5405379,1072.0611572,0
0.5005760,0.3477996,1038.7492676,0
0.5489279,0.3556052,1009.4692383,0
0.5131901,0.1584861,917.9777222,0
0.4926898,0.0431577,939.0224609,0
0.4091207,0.1444211,886.0689697,0
0.6383808,0.2433608,848.1104126,0
0.4598479,0.3781039,873.4453125,0
0.4647770,0.2614551,937.2617798,0
0.4416423,0.1911158,927.1182251,0
0.4701978,0.2017978,904.2593994,0
0.5967299,0.2141260,906.6024780,0
0.5577200,0.2756274,911.3293457,0
0.5268736,0.2901336,887.7335815,0
0.6146050,0.0701671,810.2207642,0
0.6243281,0.2965910,898.0984497,0
0.6071830,0.2184499,925.8796997,0
0.5292534,0.3051555,932.5750122,0
0.5531785,0.2823578,983.1585693,0
0.6016126,0.2018171,977.9344482,0
0.5456196,0.2682817,959.7278442,0
0.0029813,1.1689012,2295.1501465,0
0.0029531,1.3315755,2373.7641602,1
0.0352336,1.4288570,2141.6359863,0
0.0371381,0.4248031,1852.8912354,1
0.0331300,0.3480292,2001.6628418,1
0.0476300,1.0739985,1659.9122314,0
0.0228820,0.7120767,1576.0141602,0
0.0518269,1.5979432,1670.1265869,0
0.0510947,1.6367064,1876.9228516,0
0.0040817,0.4402786,2432.8264160,1
0.0046226,0.8233298,1896.4697266,1
0.0040702,1.8048904,1900.0585938,0
0.0407504,1.6133288,2116.8405762,1
0.0262624,1.3883035,1579.5181885,1
0.0247888,2.5909452,1693.6409912,0
0.0356831,2.5730095,2222.3237305,1
0.0019342,0.4523365,2846.9726562,1
0.0028006,0.9396308,2641.0317383,1
0.0308433,0.1519314,2025.4420166,1
0.0291088,0.7483097,2442.5065918,1
0.0278438,2.3991153,2268.2253418,1
0.0387173,2.1706750,1782.1409912,1
0.0264006,2.1289856,1469.9528809,0
0.0135336,1.9635160,2128.0187988,1
0.0054836,2.1512794,2851.5336914,1
0.1010508,2.3970191,2456.6789551,0
0.1778196,2.1043448,1959.1044922,0
0.3613796,1.0286353,1600.3068848,0
0.3861566,0.8163919,1378.7794189,0
0.2974497,0.6336769,1346.3320312,0
0.3776130,0.5960586,1197.2930908,0
0.3006317,0.6385236,1268.2091064,0
0.4382122,0.5374345,1121.6109619,0
0.4841497,0.4960918,1121.1979980,0
0.4491497,0.1799509,1026.0833740,0
0.6282896,0.7154225,1057.0046387,0
0.5325496,0.9315779,1142.6369629,0
0.5131224,0.5992031,1169.3936768,0
0.5400117,0.2794695,1132.3789062,0
0.5505804,0.2111446,1076.2731934,0
0.5773980,0.2556752,1077.2747803,0
0.5989369,0.2413650,1027.5164795,0
0.5735953,0.2328589,987.5345459,0
0.5836040,0.2871178,930.6548462,0
0.5238889,0.1763462,888.4248657,0
0.6003119,0.3475366,986.6063843,0
0.5507752,0.3223121,1029.3966064,0
0.4963012,0.2413193,1070.9798584,0
0.4241975,0.2368373,1093.7603760,0
0.4450963,0.1316276,1108.5463867,0
0.4870194,0.3560323,1187.6253662,0
0.4957213,0.4129980,1059.6820068,0
0.5013975,0.2985923,954.0514526,0
0.5151888,0.2313854,896.6732788,0
0.4682272,0.0586779,924.8154297,0
0.3958593,0.2574194,895.8045044,0
0.7334578,0.5028083,968.3318481,0
0.4465795,0.4248148,944.8818970,0
0.4732579,0.2132244,960.7015381,0
0.4709445,0.1462851,897.6005249,0
0.4179482,0.1771875,952.8073730,0
0.5640584,0.1060061,904.1905518,0
0.5896611,0.1473930,968.2608032,0
0.5702037,0.3328405,956.4121704,0
0.5704949,0.1100750,870.2852173,0
0.5896364,0.4342120,929.2515259,0
0.5870697,0.4413133,992.6615601,0
0.5283530,0.3832243,1053.4114990,0
0.4998995,0.3487424,1008.2988892,0
0.5508130,0.2558887,1058.9702148,0
0.6552149,0.2681023,1051.2147217,0
0.0029048,0.5290352,2104.5864258,1
0.0233235,0.9766186,1879.2690430,1
0.0246316,0.5735158,1796.6164551,1
0.0388852,0.2417570,1917.3618164,1
0.0437673,0.0532941,1892.5777588,1
0.0443356,1.3489798,1878.5596924,0
0.0248675,2.0031326,1659.7368164,0
0.0036083,1.1907127,2244.1755371,0
0.0067480,0.1848245,2076.0927734,0
0.0036823,0.9120327,1921.1098633,0
0.0329294,0.9133047,1763.9606934,0
0.0030880,1.8014207,2555.2695312,1
0.0332439,2.3408692,2391.9431152,1
0.0181654,1.7845441,1589.3784180,1
0.0206513,2.9742255,1758.7915039,1
0.0181514,2.2707572,2877.3647461,1
0.0254509,1.3369831,2262.2753906,1
0.0027432,0.1696628,1925.4134521,1
0.0198500,0.5532791,2634.4162598,1
0.0260427,1.7068088,2102.9741211,1
0.0252629,1.2407405,1693.8104248,1
0.0238554,1.2290293,1565.9903564,0
0.0314885,2.6047645,1917.4508057,0
0.0014914,2.1681540,2634.6542969,1
